,pair,open_date,enter_reason,exit_reason,sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),sma-05 (exit),sma-25 (exit),sma-07 (exit),sma-compare (exit)
1559,1000SHIB/USDT:USDT,2021-06-17 05:45:00+00:00,second_buy,long-signal-on,0.008306199999999962,0.008334571428571509,0.008356999999999953,0.45797046,0.007472619910491168,1,0.008142399999999961,0.008297079999999957,0.008122000000000079,0
101,STMX/USDT:USDT,2021-04-24 10:45:00+00:00,second_buy,long-signal-on,0.04423600000000005,0.04459142857142825,0.045558799999999885,-0.63470386,-0.010361694255089388,1,0.042980000000000046,0.0446755999999999,0.04283999999999968,0
1557,1000SHIB/USDT:USDT,2021-06-16 16:00:00+00:00,second_buy,long-signal-on,0.00855759999999996,0.008585142857142932,0.008645319999999955,-3.49287023,-0.05699744732652286,1,0.00867239999999996,0.008653599999999954,0.008651857142857216,0
103,STMX/USDT:USDT,2021-04-25 00:00:00+00:00,second_buy,long-signal-on,0.04183600000000003,0.041877142857142544,0.04193519999999988,-0.56701288,-0.009251515247929267,1,0.04090800000000004,0.041573599999999884,0.04089857142857111,0
1584,1000SHIB/USDT:USDT,2021-06-30 15:15:00+00:00,second_buy,long-signal-on,0.008328399999999963,0.008341714285714378,0.00861367999999996,-0.87945243,-0.014350666652953313,1,0.008187199999999962,0.00846407999999996,0.008179857142857235,0
125,STMX/USDT:USDT,2021-05-05 05:00:00+00:00,second_buy,long-signal-on,0.04801200000000001,0.04815857142857114,0.04904439999999979,-0.67877804,-0.011078489485904694,1,0.04790600000000002,0.048722799999999795,0.04783428571428543,0
128,STMX/USDT:USDT,2021-05-06 16:45:00+00:00,second_buy,long-signal-on,0.051874000000000045,0.051995714285714,0.05214079999999981,1.43125485,0.023362686357855437,1,0.051014000000000045,0.05177119999999981,0.050992857142856854,0
155,STMX/USDT:USDT,2021-05-16 19:45:00+00:00,second_buy,long-signal-on,0.037870000000000056,0.038251428571428304,0.03855159999999985,1.8098025,0.029546500213884493,1,0.03610400000000007,0.03783719999999985,0.03630285714285687,1
1485,1000SHIB/USDT:USDT,2021-05-20 22:30:00+00:00,second_buy,long-signal-on,0.009925199999999999,0.009925285714285748,0.009977199999999952,0.26261697,0.004285141963500016,1,0.009756999999999997,0.009940559999999952,0.009717428571428604,0
156,STMX/USDT:USDT,2021-05-16 21:45:00+00:00,second_buy,long-signal-on,0.03620800000000006,0.03632428571428544,0.037785199999999845,-0.12269614,-0.0020020020020020016,1,0.03620800000000006,0.037785199999999845,0.03632428571428544,1
1483,1000SHIB/USDT:USDT,2021-05-20 16:45:00+00:00,second_buy,long-signal-on,0.010193000000000002,0.010448714285714315,0.01071355999999995,-4.1702652,-0.06804376124944334,1,0.009957600000000002,0.010660399999999952,0.00990957142857146,0
