,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,exit_reason,action,nlp-exit-short (entry)
60,127.1,127.35,125.87774744491972,126.82386659014372,117.15,1,121.15,1511925.0,126.03799999999818,1,0,go_long,125.65000000000144,125.95714285716112,go_long,go_long,go_long,-0.2428279,first_buy,trailing_stop_loss,go_long,go_long
61,121.1,121.25,122.7806841172332,123.64351764627132,120.35,1,120.45,63262.0,123.73799999999817,0,0,go_long,122.21000000000068,122.60714285716104,go_long,go_long,go_long,-0.1021986,first_buy,trailing_stop_loss,go_long,go_long
62,105.45,105.45,105.66626155168994,106.56123572963892,102.2,1,104.2,498628.0,106.38399999999815,0,0,go_long,105.42000000000084,105.67857142858956,go_long,go_long,go_long,1.3036224,first_buy,trailing_stop_loss,go_long,go_long
63,130.7,131.15,131.888666661969,132.3911450390505,130.05,1,130.35,55563.0,132.63799999999813,0,0,go_long,131.450000000001,131.7500000000181,go_long,go_long,go_long,-1.24694275,first_buy,trailing_stop_loss,go_long,go_long
64,520.4,520.4,522.9652937212616,528.6160136266419,516.0,1,516.6,8731.0,529.1479999999993,1,0,go_long,520.3699999999978,521.1285714285883,go_long,go_long,go_long,-0.9245169,first_buy,trailing_stop_loss,go_long,go_long
65,112.15,112.25,112.65500322302134,113.02300128097691,109.7,1,111.5,323620.0,113.13999999999815,0,0,go_long,112.5000000000016,112.6642857143036,go_long,go_long,go_long,-0.52911746,first_buy,trailing_stop_loss,go_long,go_long
66,177.1,177.45,181.76912513083911,187.3498059022492,169.2,1,169.55,37435.0,189.41599999999832,1,0,go_long,177.2100000000009,179.32142857144694,go_long,go_long,go_long,-0.01196,first_buy,trailing_stop_loss,go_long,go_long
67,108.1,108.1,106.47818335478767,108.32504361705556,89.5,1,92.95,1486626.0,109.16799999999816,0,0,go_long,105.20000000000137,106.17857142858932,go_long,go_long,go_long,14.92430286,first_buy,trailing_stop_loss,go_long,go_long
68,367.3,367.3,368.0455064335693,369.2681476183693,365.0,1,365.0,8184.0,369.3419999999991,0,0,go_long,367.3600000000016,367.9857142857318,go_long,go_long,go_long,-1.6821248,first_buy,trailing_stop_loss,go_long,go_long
69,308.85,309.05,310.3194149423977,312.837152536659,305.0,0,306.1,24286.0,314.2399999999991,0,0,go_long,308.7400000000016,308.7785714285893,go_long,go_long,go_long,1.7696082,first_buy,trailing_stop_loss,go_long,go_long
70,259.9,260.1,260.7669441761582,264.0740210657696,254.0,1,255.9,531916.0,265.06999999999823,1,0,go_long,259.86000000000223,259.9714285714463,go_long,go_long,go_long,-0.74846327,first_buy,trailing_stop_loss,go_long,go_long
71,232.7,232.9,232.6356887313605,234.6550229635878,219.85,1,226.75,3663936.0,235.21999999999804,0,0,go_long,231.360000000003,231.9857142857324,go_long,go_long,go_long,-0.52703906,first_buy,trailing_stop_loss,go_long,go_long
72,210.95,211.5,213.33559763489305,215.14011691676225,207.15,1,207.5,577855.0,216.2999999999981,0,0,go_long,211.87000000000407,212.53571428573235,go_long,go_long,go_long,1.49931637,first_buy,trailing_stop_loss,go_long,go_long
73,277.0,277.2,277.0194794077372,277.5732951931729,272.2,1,272.85,23549.0,277.61599999999896,0,0,go_long,276.3500000000032,276.92142857144603,go_long,go_long,go_long,0.9522594,first_buy,trailing_stop_loss,go_long,go_long
74,245.7,246.05,247.16655853021132,247.6860636249465,240.9,1,242.2,426315.0,247.33399999999813,0,0,go_long,246.33000000000465,247.57142857144663,go_long,go_long,go_long,-0.24690855,first_buy,trailing_stop_loss,go_long,go_long
75,0.5488900000000001,0.5555500000000001,0.5174988433497995,0.50459400092466,0.53119,1,0.5329,49954.0,0.5002911999999925,1,0,go_short,0.5345519999999934,0.5231028571428571,go_short,go_short,go_short,0.72735941,second_buy,trailing_stop_loss,go_short,go_short
76,0.44871,0.47238,0.4401828655206953,0.4242852305034775,0.44871,0,0.4661,49083.0,0.4219443999999924,0,0,go_short,0.4483519999999931,0.4452142857142853,go_short,go_short,go_short,-0.89681786,second_buy,trailing_stop_loss,go_short,go_short
77,0.1542,0.1548,0.1529468206003856,0.1517636912858066,0.1541,0,0.1548,5874.0,0.1516319999999932,0,0,go_short,0.1536599999999942,0.1531857142857142,go_short,go_short,go_short,1.75786623,second_buy,trailing_stop_loss,go_short,go_short
78,0.27249,0.27912,0.2622332595763039,0.2552414915903508,0.27239,0,0.27838,68320.0,0.2531327999999929,0,0,go_short,0.2678999999999933,0.2653428571428574,go_short,go_short,go_short,-1.34771847,second_buy,trailing_stop_loss,go_short,go_short
79,0.4689,0.4822,0.4614098040113973,0.4469437957476013,0.4663,0,0.4783,8972.0,0.4432999999999921,0,0,go_short,0.4686999999999953,0.4680571428571488,go_short,go_short,go_short,1.420853,second_buy,trailing_stop_loss,go_short,go_short
80,0.6424000000000001,0.6614,0.6308103999223346,0.620738142087857,0.6417,0,0.6614,7926.0,0.6198319999999926,0,0,go_short,0.6386799999999954,0.6334285714285767,go_short,go_short,go_short,1.827603,second_buy,trailing_stop_loss,go_short,go_short
81,0.8769,0.8782000000000001,0.8698164249179298,0.8641251342315862,0.874,0,0.8782000000000001,920.0,0.8638239999999938,0,0,go_short,0.8729399999999956,0.8717142857142888,go_short,go_short,go_short,2.221659,second_buy,trailing_stop_loss,go_short,go_short
82,0.8343,0.854,0.825310915641324,0.8165623510506904,0.8343,0,0.8448,10312.0,0.813295999999995,0,0,go_short,0.8313999999999957,0.8298000000000032,go_short,go_short,go_short,-0.336235,second_buy,trailing_stop_loss,go_short,go_short
83,1.1274,1.1299,1.1438002310916775,1.1766166368337776,1.101,1,1.1029,937.0,1.1761799999999945,0,0,go_short,1.130879999999995,1.129728571428576,go_short,go_short,go_short,2.577457,second_buy,trailing_stop_loss,go_short,go_short
84,1.0491,1.0736,1.0159973117866354,0.9998054732804104,1.049,0,1.0649,1562.0,1.000879999999991,0,0,go_short,1.0344399999999965,1.0223285714285797,go_short,go_short,go_short,-2.354617,second_buy,trailing_stop_loss,go_short,go_short
